"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"12:17:43.2558384 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\NetBT\Linkage\Export","SUCCESS","Type: REG_MULTI_SZ, Length: 360, Data: \Device\NetBT_Tcpip_{6DEA801E-B8CF-4A14-B170-6BEB28164F97}, \Device\NetBT_Tcpip6_{559CD8D7-6B37-49C1-A807-3FEEA8994D87}, \Device\NetBT_Tcpip6_{6DEA801E-B8CF-4A14-B170-6BEB28164F97}"
"12:17:43.2558454 AM","iexplore.exe","2600","RegCloseKey","HKLM\System\CurrentControlSet\services\NetBT\Linkage","SUCCESS",""
"12:17:43.2559974 AM","iexplore.exe","2600","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Services\NetBT\Linkage","REPARSE","Desired Access: Read"
"12:17:43.2560066 AM","iexplore.exe","2600","RegOpenKey","HKLM\System\CurrentControlSet\Services\NetBT\Linkage","SUCCESS","Desired Access: Read"
"12:17:43.2560153 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\NetBT\Linkage\Export","BUFFER OVERFLOW","Length: 144"
"12:17:43.2560217 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\NetBT\Linkage\Export","BUFFER OVERFLOW","Length: 144"
"12:17:43.2560270 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\NetBT\Linkage\Export","SUCCESS","Type: REG_MULTI_SZ, Length: 360, Data: \Device\NetBT_Tcpip_{6DEA801E-B8CF-4A14-B170-6BEB28164F97}, \Device\NetBT_Tcpip6_{559CD8D7-6B37-49C1-A807-3FEEA8994D87}, \Device\NetBT_Tcpip6_{6DEA801E-B8CF-4A14-B170-6BEB28164F97}"
"12:17:43.2560334 AM","iexplore.exe","2600","RegCloseKey","HKLM\System\CurrentControlSet\services\NetBT\Linkage","SUCCESS",""
"12:17:43.2561815 AM","iexplore.exe","2600","CreateFile","C:\Users\IEUser\AppData\Roaming\Microsoft\Windows\BlackMamba_Mutex.xtr","NAME NOT FOUND","Desired Access: Read Attributes, Delete, Disposition: Open, Options: Non-Directory File, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"12:17:43.2562592 AM","iexplore.exe","2600","RegQueryValue","HKCU\Software\Microsoft\Internet Explorer\BrowserEmulation\MSCompatibilityMode","NAME NOT FOUND","Length: 144"
"12:17:43.2562675 AM","iexplore.exe","2600","RegOpenKey","HKLM\Software\Microsoft\Internet Explorer\BrowserEmulation","NAME NOT FOUND","Desired Access: Read"
"12:17:43.2562851 AM","iexplore.exe","2600","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\EnableSSL3Fallback","NAME NOT FOUND","Length: 144"
"12:17:43.2562938 AM","iexplore.exe","2600","RegQueryValue","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\EnableSSL3Fallback","NAME NOT FOUND","Length: 144"
"12:17:43.2563019 AM","iexplore.exe","2600","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\EnableSSL3Fallback","NAME NOT FOUND","Length: 144"
"12:17:43.2563100 AM","iexplore.exe","2600","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\EnableSSL3Fallback","NAME NOT FOUND","Length: 144"
"12:17:43.2563642 AM","iexplore.exe","2600","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Wpad","NAME NOT FOUND","Desired Access: Query Value"
"12:17:43.2567704 AM","iexplore.exe","2600","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","REPARSE","Desired Access: Read"
"12:17:43.2567805 AM","iexplore.exe","2600","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","SUCCESS","Desired Access: Read"
"12:17:43.2568025 AM","iexplore.exe","2600","RegOpenKey","HKLM\System\CurrentControlSet\services\Tcpip\Parameters\Interfaces\{6dea801e-b8cf-4a14-b170-6beb28164f97}","SUCCESS","Desired Access: Query Value"
"12:17:43.2568112 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\Tcpip\Parameters\Interfaces\{6DEA801E-B8CF-4A14-B170-6BEB28164F97}\EnableDhcp","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"12:17:43.2568182 AM","iexplore.exe","2600","RegCloseKey","HKLM\System\CurrentControlSet\services\Tcpip\Parameters\Interfaces","SUCCESS",""
"12:17:43.2568235 AM","iexplore.exe","2600","RegCloseKey","HKLM\System\CurrentControlSet\services\Tcpip\Parameters\Interfaces\{6DEA801E-B8CF-4A14-B170-6BEB28164F97}","SUCCESS",""
"12:17:43.2568693 AM","iexplore.exe","2600","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{6DEA801E-B8CF-4A14-B170-6BEB28164F97}","REPARSE","Desired Access: Read"
"12:17:43.2568785 AM","iexplore.exe","2600","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{6DEA801E-B8CF-4A14-B170-6BEB28164F97}","SUCCESS","Desired Access: Read"
"12:17:43.2568875 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\Tcpip\Parameters\Interfaces\{6DEA801E-B8CF-4A14-B170-6BEB28164F97}\RegistrationEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"12:17:43.2568942 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\Tcpip\Parameters\Interfaces\{6DEA801E-B8CF-4A14-B170-6BEB28164F97}\RegisterAdapterName","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"12:17:43.2569003 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\Tcpip\Parameters\Interfaces\{6DEA801E-B8CF-4A14-B170-6BEB28164F97}\Domain","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:17:43.2569065 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\Tcpip\Parameters\Interfaces\{6DEA801E-B8CF-4A14-B170-6BEB28164F97}\DhcpDomain","NAME NOT FOUND","Length: 144"
"12:17:43.2569126 AM","iexplore.exe","2600","RegCloseKey","HKLM\System\CurrentControlSet\services\Tcpip\Parameters\Interfaces\{6DEA801E-B8CF-4A14-B170-6BEB28164F97}","SUCCESS",""
"12:17:43.2569190 AM","iexplore.exe","2600","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Services\Tcpip6\Parameters\Interfaces\{6DEA801E-B8CF-4A14-B170-6BEB28164F97}","REPARSE","Desired Access: Read"
"12:17:43.2569263 AM","iexplore.exe","2600","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip6\Parameters\Interfaces\{6DEA801E-B8CF-4A14-B170-6BEB28164F97}","SUCCESS","Desired Access: Read"
"12:17:43.2569349 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\TCPIP6\Parameters\Interfaces\{6dea801e-b8cf-4a14-b170-6beb28164f97}\Dhcpv6Domain","NAME NOT FOUND","Length: 144"
"12:17:43.2569405 AM","iexplore.exe","2600","RegCloseKey","HKLM\System\CurrentControlSet\services\TCPIP6\Parameters\Interfaces\{6dea801e-b8cf-4a14-b170-6beb28164f97}","SUCCESS",""
"12:17:43.2570461 AM","iexplore.exe","2600","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","REPARSE","Desired Access: Read"
"12:17:43.2570545 AM","iexplore.exe","2600","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","SUCCESS","Desired Access: Read"
"12:17:43.2570713 AM","iexplore.exe","2600","RegOpenKey","HKLM\System\CurrentControlSet\services\Tcpip\Parameters\Interfaces\{e29ac6c2-7037-11de-816d-806e6f6e6963}","SUCCESS","Desired Access: Query Value"
"12:17:43.2570797 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\Tcpip\Parameters\Interfaces\{e29ac6c2-7037-11de-816d-806e6f6e6963}\EnableDhcp","NAME NOT FOUND","Length: 144"
"12:17:43.2570866 AM","iexplore.exe","2600","RegCloseKey","HKLM\System\CurrentControlSet\services\Tcpip\Parameters\Interfaces","SUCCESS",""
"12:17:43.2570945 AM","iexplore.exe","2600","RegCloseKey","HKLM\System\CurrentControlSet\services\Tcpip\Parameters\Interfaces\{e29ac6c2-7037-11de-816d-806e6f6e6963}","SUCCESS",""
"12:17:43.2571154 AM","iexplore.exe","2600","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{E29AC6C2-7037-11DE-816D-806E6F6E6963}","REPARSE","Desired Access: Read"
"12:17:43.2571230 AM","iexplore.exe","2600","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{E29AC6C2-7037-11DE-816D-806E6F6E6963}","SUCCESS","Desired Access: Read"
"12:17:43.2571316 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\Tcpip\Parameters\Interfaces\{e29ac6c2-7037-11de-816d-806e6f6e6963}\RegistrationEnabled","NAME NOT FOUND","Length: 144"
"12:17:43.2571375 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\Tcpip\Parameters\Interfaces\{e29ac6c2-7037-11de-816d-806e6f6e6963}\RegisterAdapterName","NAME NOT FOUND","Length: 144"
"12:17:43.2571428 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\Tcpip\Parameters\Interfaces\{e29ac6c2-7037-11de-816d-806e6f6e6963}\Domain","NAME NOT FOUND","Length: 144"
"12:17:43.2571481 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\Tcpip\Parameters\Interfaces\{e29ac6c2-7037-11de-816d-806e6f6e6963}\DhcpDomain","NAME NOT FOUND","Length: 144"
"12:17:43.2571534 AM","iexplore.exe","2600","RegCloseKey","HKLM\System\CurrentControlSet\services\Tcpip\Parameters\Interfaces\{e29ac6c2-7037-11de-816d-806e6f6e6963}","SUCCESS",""
"12:17:43.2571596 AM","iexplore.exe","2600","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Services\Tcpip6\Parameters\Interfaces\{E29AC6C2-7037-11DE-816D-806E6F6E6963}","REPARSE","Desired Access: Read"
"12:17:43.2571663 AM","iexplore.exe","2600","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip6\Parameters\Interfaces\{E29AC6C2-7037-11DE-816D-806E6F6E6963}","NAME NOT FOUND","Desired Access: Read"
"12:17:43.2572246 AM","iexplore.exe","2600","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","REPARSE","Desired Access: Read"
"12:17:43.2572316 AM","iexplore.exe","2600","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","SUCCESS","Desired Access: Read"
"12:17:43.2572484 AM","iexplore.exe","2600","RegOpenKey","HKLM\System\CurrentControlSet\services\Tcpip\Parameters\Interfaces\{559cd8d7-6b37-49c1-a807-3feea8994d87}","NAME NOT FOUND","Desired Access: Query Value"
"12:17:43.2572554 AM","iexplore.exe","2600","RegCloseKey","HKLM\System\CurrentControlSet\services\Tcpip\Parameters\Interfaces","SUCCESS",""
"12:17:43.2572911 AM","iexplore.exe","2600","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Services\Tcpip\Linkage","REPARSE","Desired Access: Read"
"12:17:43.2572981 AM","iexplore.exe","2600","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Linkage","SUCCESS","Desired Access: Read"
"12:17:43.2573065 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\Tcpip\Linkage\Bind","SUCCESS","Type: REG_MULTI_SZ, Length: 96, Data: \Device\{6DEA801E-B8CF-4A14-B170-6BEB28164F97}"
"12:17:43.2573129 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\Tcpip\Linkage\Bind","SUCCESS","Type: REG_MULTI_SZ, Length: 96, Data: \Device\{6DEA801E-B8CF-4A14-B170-6BEB28164F97}"
"12:17:43.2573188 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\Tcpip\Linkage\Bind","SUCCESS","Type: REG_MULTI_SZ, Length: 96, Data: \Device\{6DEA801E-B8CF-4A14-B170-6BEB28164F97}"
"12:17:43.2573244 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\Tcpip\Linkage\Bind","SUCCESS","Type: REG_MULTI_SZ, Length: 96, Data: \Device\{6DEA801E-B8CF-4A14-B170-6BEB28164F97}"
"12:17:43.2573300 AM","iexplore.exe","2600","RegCloseKey","HKLM\System\CurrentControlSet\services\Tcpip\Linkage","SUCCESS",""
"12:17:43.2581773 AM","iexplore.exe","2600","RegCreateKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Wpad","SUCCESS","Desired Access: Read/Write, Disposition: REG_OPENED_EXISTING_KEY"
"12:17:43.2581910 AM","iexplore.exe","2600","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Wpad\{5265611D-315E-4490-8CB7-0A303D819E44}","SUCCESS","Desired Access: Read"
"12:17:43.2581996 AM","iexplore.exe","2600","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Wpad\{5265611D-315E-4490-8CB7-0A303D819E44}\WpadDecision","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"12:17:43.2582063 AM","iexplore.exe","2600","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Wpad\{5265611D-315E-4490-8CB7-0A303D819E44}\WpadDecisionTime","SUCCESS","Type: REG_BINARY, Length: 8, Data: A1 49 FB 05 2A 08 D7 01"
"12:17:43.2582128 AM","iexplore.exe","2600","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Wpad\{5265611D-315E-4490-8CB7-0A303D819E44}\WpadDecisionReason","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"12:17:43.2582186 AM","iexplore.exe","2600","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Wpad\{5265611D-315E-4490-8CB7-0A303D819E44}\WpadDhcp","NAME NOT FOUND","Length: 144"
"12:17:43.2582242 AM","iexplore.exe","2600","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Wpad\{5265611D-315E-4490-8CB7-0A303D819E44}\WpadDns","NAME NOT FOUND","Length: 144"
"12:17:43.2582298 AM","iexplore.exe","2600","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Wpad\{5265611D-315E-4490-8CB7-0A303D819E44}\WpadDetectedUrl","NAME NOT FOUND","Length: 144"
"12:17:43.2582362 AM","iexplore.exe","2600","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Wpad\{5265611D-315E-4490-8CB7-0A303D819E44}","SUCCESS",""
"12:17:43.2587343 AM","iexplore.exe","2600","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Services\NetBT\Linkage","REPARSE","Desired Access: Read"
"12:17:43.2587447 AM","iexplore.exe","2600","RegOpenKey","HKLM\System\CurrentControlSet\Services\NetBT\Linkage","SUCCESS","Desired Access: Read"
"12:17:43.2587547 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\NetBT\Linkage\Export","BUFFER OVERFLOW","Length: 144"
"12:17:43.2587614 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\NetBT\Linkage\Export","BUFFER OVERFLOW","Length: 144"
"12:17:43.2587667 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\NetBT\Linkage\Export","SUCCESS","Type: REG_MULTI_SZ, Length: 360, Data: \Device\NetBT_Tcpip_{6DEA801E-B8CF-4A14-B170-6BEB28164F97}, \Device\NetBT_Tcpip6_{559CD8D7-6B37-49C1-A807-3FEEA8994D87}, \Device\NetBT_Tcpip6_{6DEA801E-B8CF-4A14-B170-6BEB28164F97}"
"12:17:43.2587746 AM","iexplore.exe","2600","RegCloseKey","HKLM\System\CurrentControlSet\services\NetBT\Linkage","SUCCESS",""
"12:17:43.2589142 AM","iexplore.exe","2600","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Services\NetBT\Linkage","REPARSE","Desired Access: Read"
"12:17:43.2589232 AM","iexplore.exe","2600","RegOpenKey","HKLM\System\CurrentControlSet\Services\NetBT\Linkage","SUCCESS","Desired Access: Read"
"12:17:43.2589321 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\NetBT\Linkage\Export","BUFFER OVERFLOW","Length: 144"
"12:17:43.2589383 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\NetBT\Linkage\Export","BUFFER OVERFLOW","Length: 144"
"12:17:43.2589436 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\NetBT\Linkage\Export","SUCCESS","Type: REG_MULTI_SZ, Length: 360, Data: \Device\NetBT_Tcpip_{6DEA801E-B8CF-4A14-B170-6BEB28164F97}, \Device\NetBT_Tcpip6_{559CD8D7-6B37-49C1-A807-3FEEA8994D87}, \Device\NetBT_Tcpip6_{6DEA801E-B8CF-4A14-B170-6BEB28164F97}"
"12:17:43.2589500 AM","iexplore.exe","2600","RegCloseKey","HKLM\System\CurrentControlSet\services\NetBT\Linkage","SUCCESS",""
"12:17:43.2590970 AM","iexplore.exe","2600","CreateFile","C:\Users\IEUser\AppData\Roaming\Microsoft\Windows\BlackMamba_Mutex.xtr","NAME NOT FOUND","Desired Access: Read Attributes, Delete, Disposition: Open, Options: Non-Directory File, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"12:17:43.3175851 AM","iexplore.exe","2600","RegCreateKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Wpad\{5265611D-315E-4490-8CB7-0A303D819E44}","SUCCESS","Desired Access: Set Value, Create Sub Key, Enumerate Sub Keys, Disposition: REG_OPENED_EXISTING_KEY"
"12:17:43.3176022 AM","iexplore.exe","2600","RegSetValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Wpad\{5265611D-315E-4490-8CB7-0A303D819E44}\WpadDecisionReason","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"12:17:43.3176094 AM","iexplore.exe","2600","RegSetValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Wpad\{5265611D-315E-4490-8CB7-0A303D819E44}\WpadDecisionTime","SUCCESS","Type: REG_BINARY, Length: 8, Data: 11 8B 34 07 2A 08 D7 01"
"12:17:43.3176203 AM","iexplore.exe","2600","RegSetValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Wpad\{5265611D-315E-4490-8CB7-0A303D819E44}\WpadDecision","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"12:17:43.3176267 AM","iexplore.exe","2600","RegSetValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Wpad\{5265611D-315E-4490-8CB7-0A303D819E44}\WpadNetworkName","SUCCESS","Type: REG_SZ, Length: 42, Data: Unidentified network"
"12:17:43.3176332 AM","iexplore.exe","2600","RegDeleteValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Wpad\{5265611D-315E-4490-8CB7-0A303D819E44}\WpadDetectedUrl","NAME NOT FOUND",""
"12:17:43.3176404 AM","iexplore.exe","2600","RegEnumKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Wpad\{5265611D-315E-4490-8CB7-0A303D819E44}","NO MORE ENTRIES","Index: 0, Length: 288"
"12:17:43.3176471 AM","iexplore.exe","2600","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Wpad\{5265611D-315E-4490-8CB7-0A303D819E44}","SUCCESS",""
"12:17:43.3176664 AM","iexplore.exe","2600","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Wpad","SUCCESS",""
"12:17:44.0301215 AM","svchost.exe","808","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"12:17:44.0301374 AM","svchost.exe","808","RegOpenKey","HKCU\Control Panel\International","SUCCESS","Desired Access: Read"
"12:17:44.0301466 AM","svchost.exe","808","RegCloseKey","HKCU","SUCCESS",""
"12:17:44.0301533 AM","svchost.exe","808","RegQueryValue","HKCU\Control Panel\International\LocaleName","SUCCESS","Type: REG_SZ, Length: 12, Data: en-US"
"12:17:44.0301609 AM","svchost.exe","808","RegCloseKey","HKCU\Control Panel\International","SUCCESS",""
"12:17:44.0305389 AM","svchost.exe","808","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"12:17:44.0305495 AM","svchost.exe","808","RegOpenKey","HKCU\Control Panel\International","SUCCESS","Desired Access: Read"
"12:17:44.0305573 AM","svchost.exe","808","RegCloseKey","HKCU","SUCCESS",""
"12:17:44.0305632 AM","svchost.exe","808","RegQueryValue","HKCU\Control Panel\International\LocaleName","SUCCESS","Type: REG_SZ, Length: 12, Data: en-US"
"12:17:44.0305696 AM","svchost.exe","808","RegCloseKey","HKCU\Control Panel\International","SUCCESS",""
"12:17:44.2575655 AM","iexplore.exe","2600","CreateFile","C:\Users\IEUser\AppData\Roaming\Microsoft\Windows","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:17:44.2575825 AM","iexplore.exe","2600","QueryDirectory","C:\Users\IEUser\AppData\Roaming\Microsoft\Windows\BlackMamba_Mutex.xtr","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: BlackMamba_Mutex.xtr"
"12:17:44.2575945 AM","iexplore.exe","2600","CloseFile","C:\Users\IEUser\AppData\Roaming\Microsoft\Windows","SUCCESS",""
"12:17:44.2576658 AM","iexplore.exe","2600","RegCreateKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Connections","SUCCESS","Desired Access: Query Value, Disposition: REG_OPENED_EXISTING_KEY"
"12:17:44.2576783 AM","iexplore.exe","2600","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Connections\DefaultConnectionSettings","BUFFER OVERFLOW","Length: 144"
"12:17:44.2576859 AM","iexplore.exe","2600","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Connections\DefaultConnectionSettings","BUFFER OVERFLOW","Length: 144"
"12:17:44.2576920 AM","iexplore.exe","2600","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Connections\DefaultConnectionSettings","SUCCESS","Type: REG_BINARY, Length: 184, Data: 46 00 00 00 60 00 00 00 09 00 00 00 00 00 00 00"
"12:17:44.2577001 AM","iexplore.exe","2600","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Connections","SUCCESS",""
"12:17:44.2577507 AM","iexplore.exe","2600","RegQueryValue","HKCU\Software\Microsoft\Internet Explorer\BrowserEmulation\MSCompatibilityMode","NAME NOT FOUND","Length: 144"
"12:17:44.2577591 AM","iexplore.exe","2600","RegOpenKey","HKLM\Software\Microsoft\Internet Explorer\BrowserEmulation","NAME NOT FOUND","Desired Access: Read"
"12:17:44.2577789 AM","iexplore.exe","2600","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\EnableSSL3Fallback","NAME NOT FOUND","Length: 144"
"12:17:44.2577881 AM","iexplore.exe","2600","RegQueryValue","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\EnableSSL3Fallback","NAME NOT FOUND","Length: 144"
"12:17:44.2577962 AM","iexplore.exe","2600","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\EnableSSL3Fallback","NAME NOT FOUND","Length: 144"
"12:17:44.2578052 AM","iexplore.exe","2600","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\EnableSSL3Fallback","NAME NOT FOUND","Length: 144"
"12:17:44.2985039 AM","iexplore.exe","2600","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Services\NetBT\Linkage","REPARSE","Desired Access: Read"
"12:17:44.2985179 AM","iexplore.exe","2600","RegOpenKey","HKLM\System\CurrentControlSet\Services\NetBT\Linkage","SUCCESS","Desired Access: Read"
"12:17:44.2985291 AM","iexplore.exe","2600","RegQueryValue","HKLM\System\CurrentControlSet\services\NetBT\Linkage\Export","BUFFER OVERFLOW","Length: 144"
